"","text","emotion","polarity"
"2031","because two nespresso machines arent enough<U+653C><U+3E64><U+613C><U+3E30><U+623C><U+3E64><U+653C><U+3E64><U+623C><U+3E38><U+383C><U+3E35><U+653C><U+3E64><U+613C><U+3E30><U+623C><U+3E64><U+653C><U+3E64><U+623C><U+3E38><U+383C><U+3E35><U+2764><U+FE0F> had to get the vertuoline","sadness","negative"
"2032","rt weshellyar that point where you dont need to show your brand name to win at marketingnespresso","unknown","negative"
"2033","got to have my coffee fix nespresso newburystreet boston coffeeaddictnespresso boutique","unknown","positive"
"2034","nespressousa nespresso the best","unknown","positive"
"2035","looking back learning about coffee with nespressopbloggers mbloggers","unknown","positive"
"2036","nestle’s nespresso now selling cuban coffee for us market","unknown","positive"
"2037","im at nespresso boutique in berlin","unknown","positive"
"2038","great buy nespresso vertuoline evoluo expresso machine buy now bestbuy at","joy","positive"
"2039","nespresso where can i buynespresso ice cube trays","unknown","positive"
"2040","overnight flight with no sleep so been up forhours onlymore until mofarah races better check the nespresso machine still works","unknown","neutral"
"2041","mariaqb nespressowhat else","unknown","positive"
"2042","perfect french coffee coffee nespresso cafe gloria buchette petitegallette","unknown","positive"
"2043","nespressoesi <U+2764>nespresso felizsabado momentosnespresso nespressolovers","unknown","positive"
"2044","nespresso is suing a coffee rival for using this george clooney lookalike in its advertslaw jobs firm hir…","unknown","negative"
"2045","mattrmerrill nespresso and bacon","unknown","positive"
"2046","rt heykatinka came home from holiday to this stack of goodies from missgetaway and nespresso <U+653C><U+3E64><U+613C><U+3E30><U+623C><U+3E64><U+653C><U+3E64><U+623C><U+3E38><U+383C><U+3E64><U+653C><U+3E64><U+613C><U+3E30><U+623C><U+3E64><U+653C><U+3E64><U+623C><U+3E31><U+383C><U+3E63><U+653C><U+3E64><U+613C><U+3E30><U+623C><U+3E63><U+653C><U+3E64><U+623C><U+3E66><U+623C><U+3E62><U+2615><U+FE0F> thank you","unknown","positive"
"2047","nespresso those ice cube things look neat","unknown","positive"
"2048","what elsenespresso","unknown","positive"
"2049","got iced coffee got music hmv nespressothe mall at cribbs causeway","unknown","positive"
"2050","nespresso is bringing cuban coffee back to us","unknown","positive"
"2051","nespresso inissia espresso makerchoice of color","unknown","positive"
"2052","check out storage drawervuetdiscs ornespresso black mind reader anchorvia ebay","unknown","negative"
"2053","whats the guidebook most the nespresso d espresso machines enhndas","unknown","positive"
"2054","heykatinka we wish you a lot of refreshing nespresso moments","unknown","positive"
"2055","rt heykatinka came home from holiday to this stack of goodies from missgetaway and nespresso <U+653C><U+3E64><U+613C><U+3E30><U+623C><U+3E64><U+653C><U+3E64><U+623C><U+3E38><U+383C><U+3E64><U+653C><U+3E64><U+613C><U+3E30><U+623C><U+3E64><U+653C><U+3E64><U+623C><U+3E31><U+383C><U+3E63><U+653C><U+3E64><U+613C><U+3E30><U+623C><U+3E63><U+653C><U+3E64><U+623C><U+3E66><U+623C><U+3E62><U+2615><U+FE0F> thank you","unknown","positive"
"2056","rt heykatinka came home from holiday to this stack of goodies from missgetaway and nespresso <U+653C><U+3E64><U+613C><U+3E30><U+623C><U+3E64><U+653C><U+3E64><U+623C><U+3E38><U+383C><U+3E64><U+653C><U+3E64><U+613C><U+3E30><U+623C><U+3E64><U+653C><U+3E64><U+623C><U+3E31><U+383C><U+3E63><U+653C><U+3E64><U+613C><U+3E30><U+623C><U+3E63><U+653C><U+3E64><U+623C><U+3E66><U+623C><U+3E62><U+2615><U+FE0F> thank you","unknown","positive"
"2057","the washing machine in our flat at edfringe just sounded so much like my nespresso machine from home that i nearly wept with longing","joy","neutral"
"2058","rt choperella good afternoon <U+653C><U+3E64><U+613C><U+3E30><U+623C><U+3E64><U+653C><U+3E64><U+623C><U+3E38><U+383C><U+3E64> nespresso nespressomoments nespresso lattetime","joy","positive"
"2059","nespresso and pickup at the box using nespresso client number or ntf touch","unknown","negative"
"2060","nespresso asking us if we want a coffee but your machine queuing to buy coffee you should able your machine for user to order online","unknown","positive"
"2061","nespresso i am waiting in front of your box at chavannes centre switzerland really not efficient not the design not the great lady askin","joy","positive"
"2062","captainparsnip i havent had a coffee with caffeine in forever nespresso decaf is spectacular","unknown","positive"
"2063","nespresso pure black u machine single serve espresso maker w pods","unknown","neutral"
"2064","fed up with my taylors nespresso pods not working and getting stuck in machine wasted half a packet already coffee nespresso","disgust","positive"
"2065","thinking about binning nespresso getting a beantocup instead sick of these damn pods the recycling no retail presence in glasgow","disgust","negative"
"2066","i’m yet to see a better store in terms of brand experience education conversion anddelivery as the nespresso","unknown","positive"
"2067","nespressos and still my eyes are not working <U+653C><U+3E64><U+613C><U+3E30><U+623C><U+3E64><U+653C><U+3E64><U+623C><U+3E38><U+393C><U+3E66>","unknown","positive"
"2068","what else nespressokoh phangan thailand","unknown","positive"
"2069","i love the nespresso coffee <U+2615><U+FE0F>","joy","positive"
"2070","george clooney and jean dujardin go head to head video watchbetter","unknown","positive"
"2071","divestcuba take note nestle nespresso now selling cuba coffee in usdivestcuba todosmarchamos","unknown","positive"
"2072","nespresso inissia espresso makerchoice of color","unknown","positive"
"2073","richharkness verybritishlife nespresso oh… dear","unknown","positive"
"2074","whats the take up wellnigh the nespresso d espresso machines qubybkp","unknown","positive"
"2075","pearcen verybritishlife amusing last night as italian waiter waxed lyrical about italian coffee and regions then told me had a nespresso","unknown","neutral"
"2076","my give up time is am just made my nespresso amp im up for the day riseandshine happysaturday","unknown","positive"
"2077","nespresso c pixie espresso makers","unknown","positive"
"2078","rt pritihmachine i name my appliancesmy kitchenaid mixer is called clifford my milk frother is called frank and my nespresso machi…","unknown","positive"
"2079","awesome nespressocaffa drop by nescafe booth and experience coffee like no other caffa nescafe","joy","positive"
"2080","nestles nespresso now selling cuban coffee for us marketvía nbcnews","unknown","positive"
"2081","coffee addict nespresso","unknown","negative"
"2082","cunguita café sou nespresso what else<U+653C><U+3E64><U+613C><U+3E30><U+623C><U+3E64><U+653C><U+3E64><U+623C><U+3E38><U+383C><U+3E65>","unknown","positive"
"2083","mr c was given a gorgeous nespresso machine a while ago which he loves and uses every morning…","unknown","positive"
"2084","need me one of those bluetooth nespresso machines","unknown","negative"
"2085","visitxtvfans morning isnt morning without my nespressothanks for the favourite","unknown","positive"
"2086","nespresso vertuoline coffee and espresso maker with aeroccino plus milk frother","unknown","positive"
"2087","rt heartdefensor ingrid and i at her nespressodysh event today love me some ingridnilsen <U+653C><U+3E64><U+613C><U+3E30><U+623C><U+3E63><U+653C><U+3E64><U+623C><U+3E65><U+383C><U+3E39><U+653C><U+3E64><U+613C><U+3E30><U+623C><U+3E64><U+653C><U+3E64><U+623C><U+3E32><U+393C><U+3E63>","joy","positive"
"2088","via madblogsdk gastromanddk gm signatur cocktail remakethe nespresso version","unknown","positive"
"2089","bonjour from st barths view from the window of my kitchen where i am having my nespresso stbarths photography","unknown","positive"
"2090","whats the dipper haphazard the nespresso d espresso machines xpkjyds","unknown","negative"
"2091","came home from holiday to this stack of goodies from missgetaway and nespresso <U+653C><U+3E64><U+613C><U+3E30><U+623C><U+3E64><U+653C><U+3E64><U+623C><U+3E38><U+383C><U+3E64><U+653C><U+3E64><U+613C><U+3E30><U+623C><U+3E64><U+653C><U+3E64><U+623C><U+3E31><U+383C><U+3E63><U+653C><U+3E64><U+613C><U+3E30><U+623C><U+3E63><U+653C><U+3E64><U+623C><U+3E66><U+623C><U+3E62><U+2615><U+FE0F> thank you","unknown","positive"
"2092","forbes news nespresso delivering a strong buzz","unknown","positive"
"2093","the heavens have opened in farnham this morning hot nespresso for all roomten customers dresslikeyoumeanit","unknown","positive"
"2094","are you near bh dn today come and see me at john lewis for a delicious coffee nespresso what else<U+653C><U+3E64><U+613C><U+3E30><U+623C><U+3E64><U+653C><U+3E64><U+623C><U+3E38><U+383C><U+3E30>","joy","positive"
"2095","whats the bulletin alongside the nespresso d espresso machines klcqpov","unknown","positive"
"2096","check out magimix nespresso inissia coffeemachineblack by magimix","unknown","positive"
"2097","rt flourandspoon morning cup of nespresso before heading to leytonfood cant wait to see again leytonrocks spudbrothersuk …","unknown","negative"
"2098","rt flourandspoon morning cup of nespresso before heading to leytonfood cant wait to see again leytonrocks spudbrothersuk …","unknown","negative"
"2099","morning cup of nespresso before heading to leytonfood cant wait to see again leytonrocks spudbrothersuk","unknown","negative"
"2100","nespresso vanilla shot down the hatch now off for a run <U+653C><U+3E64><U+613C><U+3E30><U+623C><U+3E63><U+653C><U+3E64><U+623C><U+3E66><U+383C><U+3E33><U+653C><U+3E64><U+613C><U+3E30><U+623C><U+3E63><U+653C><U+3E64><U+623C><U+3E66><U+623C><U+3E64> fitfam coffee","unknown","positive"
"2101","latest addition to the metafamily <U+2615><U+FE0F> nespresso coffee metafitnosis","unknown","positive"
"2102","lck finals into ow atlantic showdownmy poor poor nespresso","sadness","negative"
"2103","whats the lade nearby the nespresso d espresso machines pshvqmf","sadness","positive"
"2104","tayberryjelly i have a nespresso but i have to admit i kinda like it","joy","positive"
"2105","nespresso pixie clips giveaway amp palermo and milano limited edition","unknown","negative"
"2106","idc have anyone says hazelnut nespresso coffee is the best","unknown","positive"
